Message,Category,gtrans_el
"Haha, I can 39 t believe how many kids listen to Eminem. You kids know that he does drugs and ends high in jail. I wonder why he never ended OD.",0,"Χαχα, δεν μπορώ να πιστέψω πόσα παιδιά ακούν Eminem. Εσείς τα παιδιά ξέρετε ότι κάνει ναρκωτικά και καταλήγει στη φυλακή. Αναρωτιέμαι γιατί δεν τελείωσε ποτέ το OD."
plese subscribe to me,1,παρακαλώ εγγραφείτε σε μένα
"Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.",1,"Aye homies ρίξτε μια ματιά στο remix μας στο 50 Cent Your Life Is On The Line Μόλις ξεκινήσαμε το κανάλι μας στο youtube και εργαζόμαστε σκληρά, δώστε μας μερικά σχόλια για το τελευταίο μας τραγούδι σχετικά με τη γνώμη σας, αν σας αρέσει η υποστήριξη."
this is the 2nd most best song when i am gone by m amp m,0,αυτό είναι το 2ο καλύτερο τραγούδι όταν έχω φύγει από m amp m
"WE GO FOR 1,000,000,000 FOR EMINEM",0,ΠΑΜΕ 1.000.000.000 ΓΙΑ EMINEM
Eminem and Rihanna sing the song very well.,0,Ο Eminem και η Rihanna τραγουδούν πολύ καλά το τραγούδι.
Subscribe me Secret videos D,1,Εγγραφείτε στα μυστικά βίντεο Δ
Check out this video on YouTube but I 39 m not Rhinnah,1,"Δείτε αυτό το βίντεο στο YouTube, αλλά δεν είμαι Rhinnah 39"
Subscribe to me for clean Eminem,1,Εγγραφείτε σε εμένα για καθαρό Eminem
"Hey youtubers... I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the music world. I do not have any money to advertise my channel, If you could just visit my channel, comment on my video or subscribe, that would be great.... It will only be few seconds of your life..... Thank you to all the people who just gave me a chance l really appreciate it",1,"Γεια σας youtubers... Εκτιμώ πολύ όλους εσάς που αφιερώσατε χρόνο για να το διαβάσετε, είμαι απλά ένα αγόρι 19 ετών που θέλει να γίνει ένας επιτυχημένος μουσικός στον κόσμο της μουσικής. Δεν έχω χρήματα για να διαφημίσω το κανάλι μου, αν μπορούσατε απλώς να επισκεφτείτε το κανάλι μου, να σχολιάσετε το βίντεό μου ή να εγγραφείτε, θα ήταν υπέροχο... Θα είναι μόνο λίγα δευτερόλεπτα από τη ζωή σας..... Σας ευχαριστώ σε όλους τους ανθρώπους που μόλις μου έδωσαν την ευκαιρία, το εκτιμώ πραγματικά"
LOVE THE WAY YOU LIE .. quot,0,ΑΓΑΠΩ ΤΟΝ ΤΡΟΠΟ ΠΟΥ ΛΕΤΕ .. απόσπασμα
This guy win dollars sleeping... m m m he loves the planet its full of RETARDS,1,Αυτός ο τύπος κερδίζει δολάρια όταν κοιμάται... μ μ μ λατρεύει τον πλανήτη που είναι γεμάτος ΚΑΘΥΣΤΕΡΗΣΕΙΣ
Check out our cover of this song,1,Δείτε τη διασκευή αυτού του τραγουδιού
goot,0,κατσίκα
2015 but I Am still listening to this,0,2015 αλλά ακόμα το ακούω αυτό
"How is this the most watched Eminem video, it beats not afraid",0,"Πώς είναι αυτό το πιο δημοφιλές βίντεο του Eminem, δεν φοβάται"
Check out my channel for funny skits Thanks,1,Ρίξτε μια ματιά στο κανάλι μου για αστεία σκετς Ευχαριστώ
hahahahah D like vines Subscribe to me for daily vines,1,χαχαχαχα D like vines Εγγραφείτε σε εμένα για καθημερινά αμπέλια
please read this please i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl only on computer wasting all these tears e.t. please subscribe and like,1,"παρακαλώ διαβάστε αυτό, παρακαλώ, είμαι τραγουδιστής της κάντρι που προσπαθεί να γίνει κάποιος. οπότε αν θέλετε τα βίντεό μου παρακαλώ. απλά πληκτρολογήστε... αγόρια γύρω από εδώ από επαρχιακό κορίτσι μόνο στον υπολογιστή σπαταλώντας όλα αυτά τα δάκρυα κ.λπ. παρακαλώ εγγραφείτε και κάντε like"
"GUYS SHARE THIS VIDEO HE must have 1.000.000.000 views Share on Facebook, groups, pages",1,"ΠΑΙΔΙΑ ΚΟΙΝΟΠΟΙΗΣΤΕ ΑΥΤΟ ΤΟ ΒΙΝΤΕΟ ΠΡΕΠΕΙ να έχει 1.000.000.000 προβολές Μοιραστείτε στο Facebook, ομάδες, σελίδες"
CHECK OUT Eminem Rap God LYRIC VIDEO,1,ΔΕΙΤΕ ΤΟ Eminem Rap God LYRIC VIDEO
Love this song,0,Αγαπώ αυτό το τραγούδι
"Rihana, Love Me.",0,"Rihanna, Love Me."
like this comment then type 1337,1,αρέσει αυτό το σχόλιο και μετά πληκτρολογήστε 1337
Is that Charlie from lost,0,Είναι αυτός ο Τσάρλι από το χαμένο
who the fuck cheats on megan fox,0,ποιος στο διάολο απατά τη Μέγκαν αλεπού
that is megan fox,0,δηλαδή η Μέγκαν αλεπού
I love music,0,Αγαπώ τη μουσική
"hot,hot",0,καυτό καυτό
"Wow justin Bieber is Better that is why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",1,"Ουάου, ο Τζάστιν Μπίμπερ είναι καλύτερος, γι' αυτό όταν αγοράζει φάρμακα μοιράζεται πάντα με τα μισογυνικά λεφτά του, τον Άλφρεντ, αλλά, δυστυχώς, είναι γουρούνι της προσοχής με βάλτους και μια διατροφική διαταραχή γεμάτη με αυθάδικα ποντίκια και φλεγόμενα ζεστά τσίτα με τα οποία μπορεί να φάει η δύναμη του Σαμουρμάν."
this fucking song like a 39 n oreo the only white part is the good 1,0,αυτό το γαμημένο τραγούδι σαν oreo 39 n το μόνο λευκό μέρος είναι το καλό 1
"no where near one of eminems actual best songs, real fans know what i am talking about Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane lt songs off the top of my head that 39 s better",0,"καθόλου κοντά σε ένα από τα καλύτερα τραγούδια των eminems, οι πραγματικοί θαυμαστές ξέρουν για τι πράγμα μιλάω Untitled, κρύος άνεμος, Welcome 2 hell, elevator, business, wtp, σχεδόν διάσημος, 25 to life, rock bottom, no sologies, ίδιο τραγούδι και χορέψτε, χωρίς εμένα, όπως είμαι, στρατιώτες παιχνιδιών, mosh και τρελά τραγούδια από την κορυφή του κεφαλιού μου ότι 39 είναι καλύτερα"
"Finally someone shares the same opinion as me. I 39 ve tried really hard to like Gangnam style but I just can 39 t, I don 39 t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.",1,"Επιτέλους κάποιος μοιράζεται την ίδια άποψη με εμένα. Εγώ 39 προσπάθησα πολύ σκληρά να μου αρέσει το Gangnam style, αλλά μπορώ να 39 t, ούτε καν να χορέψω 39 t. Ένα τραγούδι σαν αυτό θα έπρεπε να είναι πιο δημοφιλές από το Gangnam Style, τουλάχιστον είναι λογικό."
Check Out The New Hot Video By Dante B Called Riled Up,1,Δείτε το νέο καυτό βίντεο του Dante B Called Riled Up
"Still listening,still same pleasure",0,"Ακόμα ακούω, ακόμα η ίδια ευχαρίστηση"
FACEBOOK PASSWORD HACK 2013 facebook pass hack2013.blogspot.com ONLY 100 WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD It 39 s FREE for download and breaks any password in 10 15 minutes 100 virus free For details and FREE DOWNLOAD please visit facebook pass hack2013.blogspot.com,1,"FACEBOOK PASSWORD HACK 2013 facebook pass hack2013.blogspot.com ΜΟΝΟ 100 ΛΟΓΙΣΜΙΚΟ ΕΡΓΑΣΙΑΣ ΓΙΑ ΠΑΡΑΒΙΑΣΗ ΟΠΟΙΟΥΔΗΠΟΤΕ ΚΩΔΙΚΟΣ ΚΩΔΙΚΟΣ FACEBOOK Είναι 39 s ΔΩΡΕΑΝ για λήψη και σπάει οποιονδήποτε κωδικό πρόσβασης σε 10 15 λεπτά, επισκεφθείτε το facebook1015 δωρεάν και LOREBlock 100 gspot. com"
I love you,0,Σ'αγαπώ
2010 The time past so fast ..,0,2010 Ο χρόνος πέρασε τόσο γρήγορα ..
"Hey everyone, I 39 m Dakoda Bigelow. I 39 m a 17 year old singer, rapper and producer. I 39 ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it. Check out my brand new music video for my song So Gone Also check out my new song called Deaf. A few moments of your time would be greatly appreciated and you won 39 t regret it Please thumbs this up so more people can see it Thanks for the support.",1,"Γεια σε όλους, 39 μ. Dakoda Bigelow. Είμαι 39 ετών τραγουδιστής, ράπερ και παραγωγός 17 ετών. Έχω κερδίσει πάνω από 490.000 προβολές μέχρι στιγμής, αλλά χρειάζομαι πραγματικά περισσότερες προβολές, likes και συνδρομητές για να τα καταφέρω. Δείτε το ολοκαίνουργιο μουσικό μου βίντεο για το τραγούδι μου So Gone Δείτε επίσης το νέο μου τραγούδι που ονομάζεται Deaf. Λίγες στιγμές από τον χρόνο σας θα εκτιμούσαμε ιδιαίτερα και κερδίσατε 39 τόνους Το μετανιώνετε Παρακαλούμε όπως το αποδεχτείτε για να το δουν περισσότεροι άνθρωποι Ευχαριστούμε για την υποστήριξη."
2015 FUCK YEAH,0,2015 ΓΑΜΑ ΝΑΙ
eminem is a ginius stop,0,Το Eminem είναι μια ιδιοφυής στάση
The rap cool Rihanna STTUUPID,0,Η ραπ κουλ Rihanna ΗΛΙΘΙΑ
Just going to stand there and hear me cry ..,0,Απλά θα σταθώ εκεί και θα με ακούσεις να κλαίω..
Feels and emotions in this song...God damn,0,Αισθήματα και συγκινήσεις σε αυτό το τραγούδι... Ο Θεός ανάθεμα
all you should go check out j rants vi about eminem,1,το μόνο που πρέπει να πάτε να δείτε το j rants vi για τον Eminem
MEGAN FOX AND EMINEM TOGETHER IN A VIDEO DOES NOT GET BETTER THAN THAT,0,Η ΜΕΓΚΑΝ ΦΟΞ ΚΑΙ Ο ΕΜΙΝΕΜ ΜΑΖΙ ΣΕ ΒΙΝΤΕΟ ΔΕΝ ΓΙΝΕΙ ΚΑΛΥΤΕΡΟ ΑΠΟ ΑΥΤΟ
"yo I know nobody will probably even read this.. But I m going to type it any way because i hope at least one person will i 39 m a rapper with a dream. I know there 39 s like 200k of those in this world but please check out my music and subscribe if you want. thanks, I would love nothing more than to have a decent following on youtube.. if anyone reading this could press the quot THUMBS UP quot other people will see it just a simple button press could make my dream come true Thank You",1,"yo ξέρω ότι κανείς πιθανότατα δεν θα το διαβάσει καν. Αλλά θα το πληκτρολογήσω με οποιονδήποτε τρόπο, γιατί ελπίζω ότι τουλάχιστον ένα άτομο θα είναι 39 μ. ράπερ με ένα όνειρο. Ξέρω ότι υπάρχουν 39 περίπου 200.000 από αυτούς σε αυτόν τον κόσμο, αλλά δείτε τη μουσική μου και εγγραφείτε αν θέλετε. ευχαριστώ, δεν θα μου άρεσε τίποτα περισσότερο από το να έχω έναν αξιοπρεπή ακόλουθο στο youtube.. αν κάποιος που το διαβάζει θα μπορούσε να πατήσει το απόσπασμα THUMBS UP quot άλλοι άνθρωποι θα το δουν απλά ένα απλό πάτημα κουμπιού θα μπορούσε να κάνει το όνειρό μου πραγματικότητα, ευχαριστώ"
